FATTY COON AT HOME	ふとっちょあらいぐまの家
We shall see how well Fatty remembered.	ふとっちょがどのくらいちゃんと覚えていられるのか、わたしたちはこれから知ることになるでしょう。
That very afternoon Fatty Coon heard some very pleasant news.	12 その午後、ふとっちょあらいぐまは、たいそうごきげんな話を聞きました。
It was Jasper Jay who told him.	カケスのジャスパーから聞いたことです。
Jasper Jay was a very noisy blue jay who lived in the neighborhood.	13 カケスのジャスパーは、とてもそうぞうしいアオカケスで、沼に住んでいるふとっちょたちの隣人でした。
He did not go south with most of the other birds when the cold weather came.	ほかの多くの鳥たちは、寒くなると南にわたりますが、彼はそうしませんでした。
He liked the winter	彼は、冬が好きなのです。
and he was forever tearing about the woods, squalling and scolding at everybody.	そして、森のいたるところでひっきりなしにわめき立てたり、うるさく口出しをして、つねに森の住民を困らせていました。
He was a very noisy fellow.	彼は、たいそうな騒動好きなのです。
Well!	14 そしてね！
when Fatty and his mother had reached home after their hunt, Fatty stayed out of doors.	ふとっちょとお母さんは狩りをおえて家にもどると、ふとっちょは家の外にとどまりました。
He climbed to the top of a tall pine tree nearby and stretched himself along a limb, to enjoy the sunshine, which felt very good upon his broad back.	彼は、高いマツの木のてっぺん近くまで登ると、手足を伸ばし、広い背中にお陽さまの光があたる心地よさを楽しみました。
It was there that Jasper Jay found him and told him the pleasant news.	そこをカケスのジャスパーが見つけて、ごきげんな話を教えたのでした。
And Fatty was very glad to hear the news,	ふとっちょは、その話を聞いて大よろこびしました。
because he was still hungry.	なぜなら、まだお腹が空いていたからです。
This is what Jasper Jay told Fatty:	15 カケスのジャスパーがふとっちょに話したこととは、こういうことです。
he told him that Farmer Green had as many as forty fat turkeys, which roosted every night in a spreading oak in Farmer Green's front yard.	農夫のグリーンは、四十羽くらいのふとった七面鳥を飼っており、グリーンの家の前庭に生えている枝をひろげたオークの木に、毎晩鳥小屋代わりにとまらせている、というのです。
"If I liked turkeys I would certainly go down there some night and get one,"	16 「ぼくが七面鳥好きだったら、ぜったい夜にそこに行って、しっけいしちゃうね」
said Jasper Jay.	と、カケスのジャスパーは言いました。
XII FORTY FAT TURKEYS	四十羽のふとった七面鳥
When Jasper Jay told Fatty Coon about Farmer Green's forty fat turkeys Fatty felt hungrier than ever.	1 カケスのジャスパーから農夫のグリーンの四十羽のふとった七面鳥のことを聞くと、ふとっちょはこれまでにないくらいお腹が空いてきました。
"Oh!	2 「あーあ！
I mustn't go near Farmer Green's house!"	ぼくは農夫のグリーンさんの家に近づいちゃだめなんだ！」
he said.	ふとっちょは言いました。
"My mother told me to keep away from there.	「お母さんが離れていなさいって言ったんだもの
. . . What time did you say the turkeys go to roost?"	……七面鳥が鳥小屋にいくのはいつって言ったっけ？」
"Oh! they go to roost every night at sundown,"	3 「毎晩陽がしずんだときさ」
Jasper Jay explained.	カケスのジャスパーは説明しました。
"And there they sit, up in the tree, all night long.	「夜じゅう木の上にいるんだよ。
They're fast asleep.	そこでぐっすり眠ってるんだ。
And you would have no trouble at all in catching as many as you wanted.	きみが欲しいだけいくらでも簡単につかまえられるよ
. . . But of course, if you're afraid	……でももちろん、恐いんなら
--why there's no use of MY talking about it.	――ぼくの言うことなんか聞かなくたっていいよ。
There's a plenty of other coons in these woods who'd be glad to know about those turkeys.	このあたりの森に住むおおぜいのあらいぐまは、あの七面鳥たちのことを聞くとみんな大よろこびするけどね。
And maybe they'd have the manners to say 'Thank you!' too."	下手すると、『ありがとうございます！』なんてぼくにお礼まで言っちゃうよ」
And with a hoarse, sneering laugh Jasper Jay flew away.	そしてカケスのジャスパーは、しわがれ声で意地わるく笑いながら飛び去っていきました。
That was enough for Fatty.	4 それだけ言われればふとっちょにはじゅうぶんでした。
He made up his mind	彼は決心しました。
that he would show Jasper Jay that HE was not afraid.	ふとっちょあらいぐまはこそんなことを恐れはしないと、カケスのジャスパーに知らしめてやろうと。
And he wanted a turkey to eat, too.	それに、七面鳥を食べたくもありました。
He said nothing to his mother about Jasper's news.	お母さんにはジャスパーから聞いた話をだまっていました。
But that very night, when the moon came up, and the lights in Farmer Green's house were all out, Fatty Coon went stealing across the fields.	けれどその晩、月がのぼって月明かりが農夫のグリーンの家をくまなく照らすころ、ふとっちょあらいぐまは畑をしのび足で横切っていきました。
He was not afraid,	5 ふとっちょは恐れてはいませんでした。
for he knew that Farmer Green and all his family were in their beds.	農夫のグリーンとその家族は全員ベッドに入っていることを知っていましたから。
And it was so cold that Fatty felt sure that Farmer Green's dogs would be inside their kennels.	あたりはひどく冷えこんでおり、農夫のグリーンの飼い犬たちは犬小屋に避難しているにちがいないと、ふとっちょは考えました。
Fatty did not intend to make any noise.	6 ふとっちょは物音を立てはしないつもりでした。
The turkeys were asleep	七面鳥たちは眠っています
--so Jasper Jay had told him	――カケスのジャスパーがそう言っていました
--and he expected to grab one of them so swiftly and silently that the other turkeys would never know it.	――そのうちの一羽を、ほかの鳥たちに気づかれずにとてもすばやく静かにつかまえられるだろうと考えていました。
When Fatty Coon came to Farmer Green's yard he had no trouble at all in finding the spreading oak.	7 農夫のグリーンの家の庭にくると、ふとっちょあらいぐまは枝をひろげたオークの木をなんなく見つけました。
He could see the turkeys plainly where they dozed on the bare branches.	その落葉した丸はだかの枝々いっぱいに七面鳥たちがとまり、まどろんでいるのが見えました。
And in less time than it takes to tell it Fatty had climbed the tree.	ふとっちょは、言うよりもはやく木にのぼりました。
On the very lowest limb there was a row of four plump turkeys, all sound asleep.	一番ひくい枝に、四羽のふとった七面鳥がならんでとまり、そろってぐっすり眠っていました。
And Fatty reached out and seized the nearest one.	ふとっちょは手をのばし、一番近くにいた鳥をつかみました。
He seized the turkey by the neck, so that the big bird could not call out.	鳥ののど元をつかんだので、この大きな鳥はさけび声を上げることができませんでした。
But Fatty was not quite quick enough.	けれどふとっちょは、あまりすばやくありませんでした。
Before he could pull her off her perch the turkey began to flap her wings, and she struck the turkey next her,	彼が鳥をこちらに引きよせる前に、鳥は羽根をばたつかせ始め、となりの鳥をたたきました。
so that THAT turkey woke up and began to gobble and flap HER wings.	それでその鳥が目をさまし、ガボガボ鳴いて羽根をばたつかせました。
Then the next turkey on the limb woke up.	それから、そのとなりの枝にとまっていた鳥が目をさましました。
And the first thing that Fatty Coon knew,	ふとっちょあらいぐまは初めて気づきました。
every one of the thirty-nine turkeys that were left was going gobble-gob-gob-gob-gobble!	のこりの三十九羽の七面鳥の一羽一羽それぞれが、ガボ、ガボ、ガボ、ガボ、ガボー！　と鳴き始めるんだってことをです！
And some of them went sailing off across the yard.	そのうちの数羽が、庭の向こうへと舞いおりていきました。
One of them lighted on top of the porch just outside Farmer Green's window	そのうちの一羽が、ちょうど農夫のグリーンの家の窓の外のポーチの上にとまりました。
and it seemed to Fatty that that one made the greatest racket of all.	どうやらふとっちょは、よりによって一番騒々しいさわぎを引き起こしてしまったようです。
Farmer Green's window flew up; and Farmer Green's voice called	8 窓が引き上げられ、農夫のグリーンの声がしました。
"Spot!	「しずまれ！
Spot!"	しずまれ！」
Fatty Coon did not wait to hear anything more.	9 それを聞くと、ふとっちょあらいぐまはぐずぐずしませんでした。
He dropped the turkey he had seized and slipped down to the ground.	彼はつかんでいた七面鳥をほうり出し、地面に向かって木をすべり降りました。
And then he ran toward the woods as fast as he could go.	それから、森に向かってあらんかぎりのはやさでかけ出しました。
Farmer Green's dog Spot was barking now.	10 そのとき、農夫のグリーンの飼い犬のスポットがほえました。
And Fatty wanted to climb one of the trees by the roadside.	ふとっちょは道ばたの木に登りたいと思いました。
But he remembered,	ですが、彼は思い出しました。
the narrow escape he had had when the dog had treed him near the cornfield.	あの犬にとうもろこし畑のそばの木に追いつめられ、あやうい目にあったことがあったのでした。
So he never stopped until he reached the woods.	それで、森にたどり着くまで一度も止まらずに走りつづけました。
Then he went nimbly up into the trees.	そして、すばやく木にかけ登りました。
And while Spot was barking at the foot of the first tree he climbed,	スポットはふとっちょが最初に登った木の根元で立ち止まり、ほえ立てました。
Fatty was travelling through the tree-tops toward home.	そのあいだ、ふとっちょは木のてっぺんからてっぺんへと移りながら家に向かいました。
He never said anything to his mother about Farmer Green's turkeys.	11 ふとっちょは、農夫のグリーンの七面鳥のことを決してお母さんに話しませんでした。
But the next time he saw Jasper Jay Fatty told him exactly what he thought of him.	けれど次にカケスのジャスパーに出会うと、彼のことをどう思っているのか、はっきり言ってやりました。
"Ha! ha!"	12 「アハハハ！」
Jasper Jay only laughed.	カケスのジャスパーはただ笑うだけでした。
And he did not seem at all surprised that Fatty had fallen into trouble.	ふとっちょが大変な目にあったと聞いても、まるでおどろいていないようでした。
To tell the truth, he was only sorry because Fatty had escaped.	本当のことを言いますと、ジャスパーががっかりしたのただ一つ、ふとっちょが逃げおおせたことでした。
Jasper Jay did not like Fatty Coon.	カケスのジャスパーはふとっちょあらいぐまが嫌いでした。
And he had told him about the forty fat turkeys because he hoped that Fatty would get caught if he tried to steal one of them.	彼がふとっちょに四十羽の七面鳥のことを教えたのは、ふとっちょがそのうちの一羽を盗もうとしてつかまってしまえばいいと思ったからなのです。
"Wait till I catch you!"	13 「そのうちにお前をつかまえてやるからな！」
Fatty said.	ふとっちょは言いました。
But Jasper Jay only laughed harder than ever when Fatty said that.	14 けれどカケスのジャスパーは、ふとっちょがそう言ってやる前よりもいっそうけたたましい声で笑うだけでした。
He seemed to think it was a great joke.	ひどくおかしい冗談だと思っているようでした。
He was most annoying.	ジャスパーは、この上なくいらいらさせられるやつなのです。
XIII FATTY MEETS JIMMY RABBIT	ふとっちょ、うさぎのジミーに出会う
For once Fatty Coon was not hungry.	1 ふとっちょあらいぐまは一度だけ、お腹が空いていなかったことがあります。
He had eaten so much of Farmer Green's corn that he felt as if he could not swallow another mouthful.	農夫のグリーンのとうもろこしをそれはたくさん食べて、もうあとひと口も飲みこめそうもないくらいになったときです。
He was strolling homewards through the woods when someone called to him.	森の中を家にむかってぶらぶら歩いていると、彼を呼ぶ者がありました。
It was Jimmy Rabbit.	うさぎのジミーです。
"Where are you going, Fatty?"	2 「どこへ行くの、ふとっちょくん？」
Jimmy Rabbit asked.	うさぎのジミーがたずねました。
"Home!"	3 「家だよ！」
said Fatty.	ふとっちょは言いました。
"Are you hungry?"	4 「お腹すいてる？」
Jimmy Rabbit asked anxiously.	うさぎのジミーは不安そうにたずねました。
"I should say not!"	5 「すいてないと思うよ！」
Fatty answered.	ふとっちょは答えました。
"I've just had the finest meal I ever ate in my life."	「たった今ごはんを食べたとこなんだ。
Jimmy Rabbit seemed to be relieved to hear that.	6 うさぎのジミーはそれを聞いて安心したようでした。
"Come on over and play,"	7 「こっちでいっしょに遊ぼうよ」
he said.	ジミーは言いました。
"My brother and I are playing barber-shop	「弟とぼくとで床屋さんごっこしてるんだよ。
over in the old sycamore tree;	古いスズカケの木のところで。
and we need you."	君がいないと始まらないんだよ」
"All right!"	8 「いいよ！」
said Fatty.	ふとっちょは言いました。
It was not often that any of the smaller forest-people were willing to play with him,	ふとっちょと遊ぼうという森の小さな住民は、めったにいませんでした。
because generally Fatty couldn't help getting hungry and then he usually tried to eat his playmates.	なぜなら、ふとっちょはたいていお腹がすくのを我慢できないし、するといつも遊び仲間を食べようとするからです。
"What do you need me for?"	「ぼくがいないと始まらないって、なにをするの？」
Fatty asked, as he trudged along beside Jimmy Rabbit.	ふとっちょは、うさぎのジミーとならんでてくてく歩きながらたずねました。
"We need you for the barber's pole,"	9 「床屋の看板のあめんぼう柱に、君が必要なんだよ」
Jimmy explained.	ジミーは説明しました。
"You can come inside the hollow tree and stick your tail out through a hole.	「君に木のうろの中に入って、穴からしっぽをつき出してもらいたいんだよ。
It will make a fine barber's pole	それで立派な床屋のあめんぼう柱になるよ
--though the stripes DO run the wrong way, to be sure."	――といっても、しまもようの色がちがってるんだけどさ、確かにね」
Fatty Coon was greatly pleased.	10 ふとっちょあらいぐまはたいそうよろこびました。
He looked around at his tail and felt very proud.	彼はしっぽをつくづくとながめ、とてもほこらしい気分になりました。
"I've got a beautiful tail--haven't I?"	11 「ぼくのしっぽはきれいだろ？」
he asked.	ふとっちょはたずねました。
"Um--yes!"	12 「うーん、まあね！」
Jimmy Rabbit replied,	うさぎのジミーは答えました。
"though I must say it isn't one that I would care for myself	「といっても、ぼくは自分のことを考えて、そんなことはないって言わないといけないんだけどね
... But come along!	……でもまあ、おいでよ！
There may be people waiting to get their hair cut."	だれかが散髪してもらうのを待ってるかもしれないよ」
Sure enough!	13 まあ、本当だ！
When they reached the make-believe barber-shop there was a gray squirrel inside, and Jimmy Rabbit's brother was busily snipping the fur off Mr. Squirrel's head.	ふたりがごっこ遊びの床屋にたどりつくと、灰色リスが中におり、うさぎのジミーの弟が、リス氏の頭の毛をいそがしそうにチョッキンチョッキン切っているところでした。
"How much do you charge for a hair-cut?"	14 「散髪代はいくらなの？」
Fatty asked.	ふとっちょがたずねました。
"Oh, that depends!"	15 「ああ、お客しだいさ！」
Jimmy Rabbit said.	うさぎのジミーは答えました。
"Mr. Squirrel will pay us six cabbage leaves.	「リス氏の頭はキャベツの葉っぱ六枚だ。
But if we were to cut your hair we'd have to ask more.	でも、君の頭を刈るんなら、もっといただかないとね。
We'd want a dozen cabbage leaves, at least."	少なくとも、キャベツの葉っぱ十二枚はほしいね」
"Well, don't I get anything for the use of my tail?"	16 「じゃあ、ぼくはしっぽを使わせてやるんだから、ぼくだってなにかもらってもいいじゃないか？」
Fatty asked.	ふとっちょが言いました。
He had already stuck it out through the hole;	彼はすでにしっぽを穴からつき出しており、
and he had half a mind to pull it in again.	また引っ込めようかしらと思いました。
Jimmy Rabbit and his brother whispered together for a few moments.	17 うさぎのジミーと弟は、しばらくの間ひそひそささやき合いました。
"I'll tell you what we'll do,"	18 「どうするかっていうとね、」
Jimmy said.	ジミーが言いました。
"If you'll let us use your tail for the barber's pole, we'll cut your hair free.	「君が床屋のあめんぼう柱にしっぽを使わせてくれるんなら、タダで君の頭を刈ってあげるよ。
Isn't that fair enough?"	それならじゅうぶんに公平だろ？」
Fatty Coon was satisfied.	19 ふとっちょあらいぐまは満足しました。
But he insisted that Jimmy begin to cut his hair at once.	けれど、ジミーが彼の頭の毛を切り始めると、また言い出しました。
"I'm doing my part of the work now,"	20 「ぼくは今、仕事中なんだよ」
he pointed out.	ふとっちょは指摘しました。
"So there's no reason why you shouldn't do yours."	「だから、君は君の仕事をしていてもいいんだよ」
With that Jimmy Rabbit began.	21 うさぎのジミーは、ふたたびふとっちょの頭の毛を切り始めました。
He clipped and snipped at Fatty's head, pausing now and then to see the effect.	彼はチョキチョキチョッキンとふとっちょの毛を切っては、時どき手を止めて出来具合を確かめました。
He smiled once in a while, behind Fatty's back,	ふとっちょの後ろにまわると、彼は一しゅん笑みを浮かべました。
because Fatty certainly did look funny	なぜなら、ふとっちょがこれを見たら、ぜったいに笑っちゃうからです。
with his fur all ragged and uneven.	ふとっちょの頭の毛は、どこもかしこもギザギザのでこぼこになっていました。
"Moustache trimmed?"	22 「口ひげもいっとく？」
Jimmy Rabbit asked, when he had finished with Fatty's head.	うさぎのジミーはふとっちょの頭の毛を切り終えると、たずねました。
"Certainly	23 「そりゃあ
--of course!"	……当たり前さ！」
Fatty Coon answered.	ふとっちょあらいぐまは答えました。
And pretty soon Fatty's long white moustache lay on the floor of the barber-shop.	すぐさまふとっちょの長くて白い口ひげが、床屋の床にはらりと落ちました。
Fatty felt a bit uneasy as he looked down and saw his beautiful moustache lying at his feet.	ふとっちょは下を見おろし、美しい口ひげが足元に横たわっているのを見ると、ちょっぴり不安になりました。
"You haven't cut it too short, I hope,"	「あんまり短く切りすぎないでくれよ」
he said.	ふとっちょは言いました。
"No, indeed!"	24 「もちさ！」
Jimmy Rabbit assured him.	うさぎのジミーは自信満まんに言いました。
"It's the very latest style."	「これって超はやりのスタイルなんだよ」
"What on earth has happened to you?"	25 「いったい全体なにがあったんだい？」
Mrs. Coon cried,	あらいぐま夫人がさけびました
--when Fatty reached home that night.	――その夜、ふとっちょが家にもどったときのことです。
"Have you been in a fire?"	「火の中にでもつっ込んだのかい？」
"It's the latest style, Mother,"	26 「これが超はやりなんだよ、お母さん」
Fatty told her.	ふとっちょは説明しました。
"At least, that's what Jimmy Rabbit says."	「少なくとも、うさぎのジミーによればそうらしいよ」
He felt the least bit uneasy again.	彼はふたたびほんのちょっぴり不安になりました。
"Did you let that Jimmy Rabbit do that to you?"	27 「うさぎのジミーにそれをやらせたのかい？」
Mrs. Coon asked.	あらいぐま夫人はたずねました。
Fatty hung his head.	28 ふとっちょははずかしさに頭をうなだれ、
He said nothing at all.	だまり込みました。
But his mother knew.	でもお母さんにはわかりました。
"Well!	29 「やれやれ！
you ARE a sight!"	いい笑いものだよ！」
she exclaimed.	お母さんは声だかに言いました。
"It will be months before you look like my child again.	「二、三か月もあれば、またわたしの子らしくなるだろう。
I shall be ashamed to go anywhere with you."	お前を連れて外を出歩くのがはずかしいよ」
Fatty Coon felt very foolish.	30 ふとっちょあらいぐまは、ひどいかつがれ方をしたと思いました。
And there was just one thing that kept him from crying.	泣くのをこらえるのがせいいっぱいでした。
And THAT was THIS:	この借りは返さなくてはなりません。
he made up his mind	ふとっちょは決心しました。
that when he played barber-shop with Jimmy Rabbit again he would get even with him.	うさぎのジミーとふたたび床屋さんごっこをし、仕返しをしてやろうと。
But when the next day came, Fatty couldn't find Jimmy Rabbit and his brother anywhere.	31 しかし翌日、うさぎのジミーとその弟はどこにもいませんでした。
They kept out of sight.	ふたりは姿をくらましていました。
But they had told all the other forest-people about the trick they had played on Fatty Coon.	けれど、ふたりは森の住民すべてにふとっちょあらいぐまにいたずらをした話を言いふらしており、森の住民たちはふとっちょをからかいました。
And everywhere Fatty went he heard nothing but hoots and jeers and laughs.	ふとっちょはどこにいこうと、ホーホーとやじられ、あざけられ、笑われてばかりいました。
He felt very silly.	彼はひどくばかにされたと思いました。
And he wished that he might meet Jimmy Rabbit and his brother.	そして、うさぎのジミーとその弟に会えないだろうかとねがいました。
XIV THE BARBER-SHOP AGAIN	床屋さんごっこ、ふたたび
Although Fatty Coon never could get Jimmy Rabbit and his brother to play barber-shop with him again,	1 ふとっちょあらいぐまがうさぎのジミーとその弟をつかまえ、またいっしょに床屋さんごっこをするなど、決してできませんでした。
Fatty saw no reason why he should not play the game without them.	それなのにふとっちょは、彼らぬきでこの遊びをするなんて考えられませんでした。
So one day he led his brother Blackie over to the old hollow sycamore.	それである日、弟の黒っちょをつれてうろの空いた古いスズカケの木へ出かけました。
His sisters, Fluffy and Cutey, wanted to go too.	妹のふわっちょとかわいっちょも、いっしょに行きたがりました。
But Fatty would not let them.	けれどふとっちょは、ふたりをつれて行きませんでした。
"Girls can't be barbers,"	「女の子は床屋さんになれないんだよ」
he said.	と、ふとっちょは言いました。
And of course they could find no answer to that.	もちろん、ふたりはそれに言いかえすことができませんでした。
As soon as Fatty and Blackie reached the old sycamore I am sorry to say that a dispute arose.	2 こんなことを申し上げるのは残念なのですが、ふとっちょと黒っちょはスズカケの古木にたどり着くやいなや、口げんかを始めました。
Each of them wanted to use his own tail for the barber's pole.	ふたりとも、自分のしっぽを床屋のあめんぼう柱の看板にしたがったのです。
They couldn't both stick their tails through the hole in the tree at the same time.	ふたりそろって一緒にしっぽを木の穴からつき出すなんてできません。
So they finally agreed to take turns.	それでとうとう、順番こにしっぽを出すことで決着しました。
Playing barber-shop wasn't so much fun as they had expected,	3 床屋さんごっこは、ふたりが考えていたようには楽しくありませんでした。
because nobody would come near to get his hair cut.	なぜなら、散髪してもらいに近づいてくる者なんてだれもいませんでしたから。
You see, the smaller forest-people were all afraid to go inside that old sycamore where Fatty and Blackie were.	だってね、森の小さな住民たちはみな恐がって、ふとっちょと黒っちょがいるスズカケの古木の中になんて入ってきませんものね。
There was no telling when the two brothers might get so hungry they would seize and eat a rabbit or a squirrel or a chipmunk.	ふたりの兄弟がとてもお腹がすいたときに、うさぎや灰色リスやシマリスをつかまえて、食べてしまうかもわかりません。
And you know it isn't wise to run any such risk as that.	そんな危険をおかすなんておろかなことだというのは、よくおわかりでしょう。
Fatty offered to cut Blackie's hair.	4 ふとっちょが、黒っちょの頭の毛を切ってやろうと申し出ました。
But Blackie remembered what his mother had said when Fatty came home with his moustache gone and his head all rough and uneven.	けれど黒っちょは、ふとっちょが頭の毛をどこもかしこもギザギザのでこぼこにし、口ひげをなくして家に帰ってきたとき、お母さんがなんと言ったのかを思い出しました。
So Blackie wouldn't let Fatty touch him.	それで黒っちょは、ふとっちょに頭の毛をさわらせませんでした。
But HE offered to cut Fatty's hair	けれど彼は、ふとっちょの頭の毛を切ってやろうと申し出ました
--what there was left of it.	――それは黒っちょが困ることではありませんもの。
"No, thank you!"	5 「えんりょするよ！」
said Fatty.	ふとっちょは言いました。
"I only get my hair cut once a month."	「ぼくは頭の毛を切るの、ひと月にいっぺんだけにしてるんだ」
Of course, he had never had his hair cut except that once, in his whole life.	もちろん彼が頭の毛を切ったのは、全生涯のうちであの一度きりでした。
Now, since there was so little to do inside the hollow tree, Fatty and Blackie kept quarreling.	6 さて、木のうろの中にいてもすることなんてほとんどありませんでしたから、ふとっちょと黒っちょはけんかをし続けていました。
Blackie would no sooner stick his tail through the hole in the side of the tree than Fatty would want HIS turn.	黒っちょが木の壁の穴へしっぽを入れるがはやいか、ふとっちょが自分の番だとせっつきます。
And when Fatty had succeeded in squeezing HIS tail out through the opening Blackie would insist that Fatty's time was up.	ふとっちょが穴へしっぽをねじ込みますと、黒っちょがふとっちょの番はもう終わったと言いはります。
It was Fatty's turn, and Blackie was shouting to him to stand aside and give him a chance.	7 ふとっちょの番になると、はやくどいて番をゆずれと黒っちょがどなりました。
"I won't!"	8 「やーだね！」
said Fatty.	ふとっちょが言いました。
"I'm going to stay here just as long as I please."	「ぼくは満足するまでいつまででもここにいるんだ」
The words were hardly out of his mouth	9 ふとっちょの口からその言葉が出ることはありませんでした。
when he gave a sharp squeal,	その代わりに彼の口から出たのは、するどい金きり声でした。
as if something hurt him.	まるでなにかに痛めつけられたような声です。
And he tried to pull his tail out of the hole.	ふとっちょは穴からしっぽを引きぬこうとしました。
He wanted to get it out now.	今ではそうしたくなっていました。
But alas!	けれど、ああ！
it would not come!	しっぽを引きぬくことができません！
It was caught fast!	なにかにしっぽをがっちりつかまえられていたのです！
And the harder Fatty pulled the more it hurt him.	ふとっちょがしっぽを強く引けばひくほど、それはますます痛くしっぽをつかみました。
"Go out and see what's the matter!"	10 「外に行って、いったいどうなっているのか見てきてよ！」
he cried to Blackie.	ふとっちょは黒っちょに向かってさけびました。
But Blackie wouldn't stir.	11 けれど黒っちょは身動きしませんでした。
He was afraid to leave the shelter of the hollow tree.	安全な木のうろの外に出るのが恐かったのです。
"It may be a bear that has hold of your tail,"	12 「クマにしっぽをつかまえられているのかもしれないよ」
he told Fatty.	黒っちょはふとっちょにいいました。
And somehow, that idea made Fatty tremble all over.	その考えに、ふとっちょはおのずと全身がふるえあがりました。
"Oh, dear!	13 「ああ、そんな！
oh, dear!"	そんなあ！」
he wailed.	ふとっちょは泣き声をあげました。
"What shall I do?	「どうしたらいいの？
Oh! whatever shall I do?"	いったいどうしたらいいの？」
He began to cry.	そして泣き始めました。
And Blackie cried too.	黒っちょもいっしょに泣き出しました。
How Fatty wished that his mother was there to tell him what to do!	ここにお母さんがいて、どうしたらいいのか教えてくれたらどんなにいいだろう、とふとっちょは思いました。
But he knew of no way to fetch her.	14 でもふとっちょは、お母さんを呼んでくることなどできないのはわかっていました。
Even if she were at home she could never hear him calling from inside the tree.	もしもお母さんがお家にいたとしても、この木の中でさけんだって、お母さんには決して聞こえないのです。
So Fatty gave up all hope of her helping.	それでふとっちょは、お母さんに助けを求めるという望みをすっかりあきらめました。
"Please, Mr. Bear, let go of my tail!"	15 「どうかお願いしますクマさん、しっぽを放してください！」
he cried, when he could stand the pain no longer.	しっぽをぎりぎりつかまれる痛みにたえ切れなくなり、ふとっちょはさけびました。
The only answer that came was a low growl,	16 返ってきた返事は、低いうなり声だけでした。
which frightened Fatty and Blackie more than ever.	ふとっちょと黒っちょは前にもましてふるえあがりました。
And then, just as they both began to howl at the top of their voices Fatty's tail was suddenly freed.	そうして、ふたりの泣きさけぶ声が最高潮にたかまったちょうどそのとき、突然つかまえられていたふとっちょのしっぽが自由になりました。
He was pulling on it so hard that he fell all in a heap on the floor of the barber-shop.	ふとっちょはしっぽを思いきり強く引っぱっていたので、床屋の床の上にどうとたおれ込みました。
And that surprised him.	彼はびっくりしました。
But he was still more surprised when he heard his mother say--	17 けれど、お母さんの声が聞こえたときには、ますますびっくりしました――
"Stop crying and come out	18 「泣くのを止めて出ておいで
--both of you!"	――ふたりとも！」
Fatty and Blackie scrambled out of the hollow sycamore.	ふとっちょと黒っちょは、スズカケの木のうろの中からいそいで飛び出しました。
Fatty looked all around.	ふとっちょは辺りを見回しました。
But there was no bear to be seen anywhere	けれど、クマの姿はどこにも見当たりませんでした
--no one but his mother.	――お母さんがいるだけです。
"Did you frighten the bear away, Mother?"	19 「クマを追っ払っちゃったの、お母さん？」
he asked.	ふとっちょはたずねました。
"There was no bear,"	20 「クマなんかいやしなかったよ」
Mrs. Coon told him.	あらいぐま夫人はふとっちょに言いました。
"And it's lucky for you that there wasn't.	「いなくて運がよかった。
I saw your tail sticking out of this tree and I thought I would teach you a lesson.	この木からお前のしっぽがつき出しているのが見えたんで、教えてやろうと思ったのさ。
Now, don't ever do such a foolish thing again.	さあ、これからはもう、こんな馬鹿なまねはするんじゃないよ。
Just think what a fix you would have been in if Johnnie Green had come along.	通りかかったのがジョニー・グリーンだったらどうなっていたのか、よく考えて肝にめいじておくんだよ。
He could have caught you just as easily as anything."	こんなふうに、わけなくあっさりとつかまってしまうんだからね」
Fatty Coon was so glad to be free once more that he promised to be good forever after.	21 ふとっちょあらいぐまはふたたび自由になれたことをよろこび、今後は決してこのようなことはしないと、しっかりと約束しました。
And he was just as good as any little coon could be	そして、幼いアライグマができるかぎりそのとおりにして
--all the rest of that day.	――残りの人生の日々を無事にすごしたのでした。
FATTY VISITS THE SMOKE-HOUSE	ふとっちょ、くんせい小屋に入る
The winter was fast going.	1 冬がかけ足でやって来ました。
And one fine day in February Fatty Coon crept out of his mother's house to enjoy the warm sunshine	二月のある晴れた日、ふとっちょあらいぐまはひなたぼっこのあたたかさを楽しもうと、お母さんの家からはい出しました
--and see what he could find to eat.	――それから、食べ物をさがそうとして。
Fatty was much thinner than he had been in the fall.	2 秋からくらべると、ふとっちょはずいぶんとやせ細っていました。
He had spent so much of the time sleeping that he had really eaten very little.	たいそう多くの時間を眠ってすごし、じつにほんのわずかしか食べていなかったのです。
And now he hardly knew himself as he looked at his sides.	今のふとっちょは、わき腹を見ると、われながらとても自分だとは思えませんでした。
They no longer stuck out as they had once.	もはやかつてのように出っぱっていませんでした。
After nosing about the swamp and the woods all the afternoon Fatty decided that there was no use in trying to get a meal there.	3 午後じゅうかかって沼や森をかぎ回ったすえ、この辺りでごはんを手に入れようとするのは無駄なことだととうとうあきらめました。
The ground was covered with snow.	地面は雪でおおわれていました。
And except for rabbit tracks	うさぎの足あと以外は
--and a few squirrels'	――そして数匹のリスのものと
--he could find nothing that even suggestaed food.	――食べ物のありかを示すものはなにも見つけられませんでした。
And looking at those tracks only made him hungrier than ever.	そんな足あとを見ると、ますますお腹がすいてしまうだけでした。
For a few minutes Fatty thought deeply.	4 しばらくの間、ふとっちょはじっくりと考えました。
And then he turned about and went straight toward Farmer Green's place.	そして彼はくるりと向きをかえ、農夫のグリーンの家のほうにまっすぐに歩いていきました。
He waited behind the fence just beyond Farmer Green's house;	農夫のグリーンの家をかこう柵のかげで、ふとっちょは待ちました。
and when it began to grow dark he crept across the barnyard.	そして暗くなり始めると、庭をこっそりと横ぎっていきました。
