What color would you like?	何色をお好みですか。
How many carats is this?	これは何カラットですか。
It's one carat.	１カラットです。
May I try it on?	はめてみてもいいですか。
Please do. Go ahead.	どうぞ。
A: Could you show me some diamond rings?	A: ダイヤモンドの指輪を見せていただけますか。
B: How about this?	B: これはいかがですか。
A: How many carats is this?	A: これは何カラットですか。
B: It's one carat.	B: １カラットです。
A: May I try it on?	A: はめてみてもいいですか。
B: Please do.	B: どうぞ。
At a Ladies' Clothing Shop	E. 婦人服店で
I'd like a dress like this.	私はこの手のドレスが欲しいのですが。
What size do you wear?	お客様のサイズは？
I'm not sure of my size.	私のサイズはよく分かりません。
Would you take my measurements?	私のサイズを計っていただけますか。
What material is this dress made of?	このドレスの生地は何ですか。
How about this one?	これはどうですか。
Would you like to try this on?	これを試着してみますか。
Where's the fitting room?	試着室はどこですか。
It's too big for me.	大きすぎます。
Do you have a smaller one?	もう少し小さいのがありますか。
Do you have this sweater in other colors?	このセーターの色違いのがありますか。
Can you adjust the length?	丈をなおしてくれますか。
A: I'd like a dress like this.	A: 私はこのようなドレスが欲しいのですが。
B: What size do you wear?	B: お客様のサイズは？
A: I'm not sure.	A: よく分かりません。
B: A size 6 might fit you.	B: サイズ６が合うでしょう。
Would you like to try this on?	これを試着してみますか。
A: Sure.	A: ええ。
At a Drugstore	F. 薬局で
Do you have something for a toothache?	歯痛によく効く薬はありますか。
I'd like some aspirin.	アスピリンをください。
Do you have anything for a stomachache?	腹痛によく効く薬はありますか。
I'd like something for a headache.	頭痛薬をください。
I have a little fever and a cough.	少し熱があって、せきが出ます。
Could you fill this prescription for me?	この処方箋の薬を調合してくださいますか。
How many tablets does it contain?	それは何錠入りですか。
How many tablets should I take at a time?	１回に何錠飲んだらいいのですか。
Two for adults and one for children, after each meal.	食後に大人は２錠、子どもは１錠です。
Please follow the directions on the label.	ラベルの指示に従ってください。
A: Do you have anything for a cold?	A: 風邪によく効く薬はありますか。
B: What symptoms do you have?	B: どのような症状ですか。
A: I have a little fever and a cough.	A: 少し熱があって、せきが出ます。
B: All right.	B: ああ、そうですか。
How about this?	これはいかがですか。
A: How much is it?	A: それはいくらですか。
B: It's $11.34.	B: 11ドル34セントです。
A: OK.	A: はい。
I'll take it.	それをいただきます。
Returning Merchandise	G. 買ったものが壊れている
I bought this here yesterday.	これを昨日ここで買いました。
I'd like to exchange it.	それを交換していただきたいのですが。
This glass is broken.	このグラスは壊れています。
Oh, is it?	ああ、そうですか。
I didn't notice when I bought it.	買った時には気が付きませんでした。
May I see it, please?	見せていただけますか。
Can I exchange it?	取り替えていただけますか。
Yes, of course.	はい、もちろんです。
Do you have the receipt?	領収書はお持ちですか。
Here it is.	はい、これです。
Here's a new one.	これが新しいものです。
A: I bought this necklace here yesterday, but this part is broken.	A: このネックレスを昨日ここで買ったのですが、ここが壊れています。
B: Oh, is it?	B: ああ、そうですか。
May I look at it more closely?	もっと近くから見せていただけますか。
A: Sure.	A: はい。
Can I exchange it?	取り替えていただけますか。
B: Yes, of course.	B: はい、もちろんです。
Do you have the receipt?	領収書はお持ちですか。
A: Yes, here it is.	A: はい、これです。
B: Here's a new one.	B: これが新しいものです。
A: Thank you.	A: ありがとうございます。
Entertainment	14. 娯楽
Obtaining Information about Plays）	A. （芝居の情報を入手する
Where can I get information about plays?	どこで芝居の情報が入手できますか。
This free magazine has information about all the plays in town.	この無料の雑誌はこの町のすべての芝居の情報を掲載しています。
Where can I get tickets to a play?	どこに行けば芝居の切符が手に入りますか。
Can I make reservations for plays by phone?	電話で芝居の予約はできますか。
Is there any place to buy discount tickets for tonight's shows?	今夜の芝居の割引切符を買える所はありますか。
What's playing at the Classic Theater?	古典劇場では何をやっていますか。
What's the most popular play in New York now?	今、ニューヨークで最も人気のある芝居は何ですか。
What sort of play is it?	どのような芝居ですか。
What musicals are playing now?	今、どのようなミュージカルを上演していますか。
How long has it been running already?	もう、どれくらいの期間上演していますか。
Who's in it?	誰が出演していますか。
A: Where can I get information about plays?	A: どこで芝居の情報が入手できますか。
B: I have some.	B: 私は少し情報を持っています。
What kind of play do you like?	どのような芝居がお好きですか。
A: What's the most popular play in New York now?	A: 今ニューヨークで最も人気のある芝居は何ですか。
B: It's probably Midsummer.	B: たぶん「真夏」です。
A: How long has it been running?	A: もう、どれくらい上演していますか。
B: About two years.	B: 約2年です。
Buying Theater Tickets）	B. （芝居の切符を買う
Can you recommend a play?	どの芝居がいいですか。
How about Streetcar on Canal Street?	「キャナル通りの市電」は如何ですか。
Are there any seats left for tonight?	今晩の席はまだありますか。
How much is a balcony seat?	バルコニーの席はいくらですか。
Do you have three seats together?	3席連続で取れますか。
Would you like the matinee or the evening show?	昼のショーか夜のショーかどちらがいいですか。
The evening show if possible.	できれば夜のショーをお願いします。
We have three seats together in the orchestra.	オーケストラに3席連続であります。
Where can I pick up the tickets?	どこで切符を受け取ればよろしいか。
A: Can you recommend a play?	A: どの芝居がいいですか。
B: How about Midsummer?	B: 「真夏」は如何ですか。
A: Do you have four seats together?	A: 4席連続で取れますか。
B: Would you like the matinee or the evening show?	B: 昼のショーか夜のショーかどちらがいいですか。
A: The evening show, if possible.	A: できれば、夜のショーをお願いします。
B: We have four seats together in the balcony.	B: バルコニーに4席連続であります。
Movies）	C. （映画
I'd like to see a movie tonight.	今夜、映画が見たいわ。
Is there a movie theater near here?	この辺に映画館がありますか。
Yes, there are three in that shopping mall.	はい、あのショッピングセンターに三つあります。
You can see pay movies on your TV.	あなたのテレビで有料の映画を見られますよ。
What movies are on tonight?	今夜は何が上映されていますか。
What time does the evening show begin?	今夜の映画は何時に始まりますか。
They're showing Love Story.	「恋物語」が上映されています。
Who's the lead actress?	誰が主演女優ですか。
Let's see.	ええっと。
I see.	ああ、そうですか。
A: Is there a movie theater near here?	A: この辺に映画館がありますか。
B: Yes, there are two in that shopping mall.	B: はい、あのショッピングセンターに二つあります。
A: What movies are playing tonight?	A: 今夜は何が上映されていますか。
B: Let's see.	B: ええっと。
(looking at a newspaper) They're showing Cat and Love Story.	（新聞を見ながら）　「猫」と「恋物語」です。
A: I see.	A: ああ、そうですか。
At the Movie Theater）	D. （映画館で
When does the next show start?	次の上映は何時に始まりますか。
What time will the movie be over?	何時に映画は終わりますか。
Is it crowded tonight?	今夜は混んでいますか。
How much is the admission?	入場料はいくらですか。
Two adults and three children, please.	大人２人に子供３人お願いします。
How long is the intermission?	休み時間はどれくらいですか。
Could I have a program?	プログラムを１部いただけますか。
Where can I get drinks?	飲物はどこで買えますか。
A: When does the next show start?	A: 次の上映は何時に始まりますか。
B: 7:30.	B: ７時半です。
A: What time will the movie be over?	A: 何時に映画は終わりますか。
B: It will be over by ten.	B: 10時までに終わります。
A: How much is the admission?	A: 入場料はいくらですか。
B: $8 for adults, and $4 for children.	B: 大人８ドルで、子供４ドルです。
A: Two adults and one child, please.	A: 大人二人に子供いち人お願いします。
B: Here you are.	B: はい、どうぞ。
In the Museum）	E. （博物館で
How much is the admission?	入場料はいくらですか。
$4 for adults.	大人いち人4ドルです。
Do you have a student discount?	学生割引はありますか。
Would you show me your student ID?	学生証を見せていただけますか。
Do you have any brochures?	パンフレットはありますか。
Is there a guided tour?	ガイドの案内はありますか。
A guided tour will start in five minutes.	ガイドの案内は5分後に始まります。
What do we absolutely have to see in this museum?	この博物館で必見のものは何ですか。
What time do you close today?	今日は何時に閉まりますか。
You can buy a souvenir book in the gift shop at the exit.	土産用の本は出口のみやげ物屋にあります。
Do we have to check cameras?	カメラは預けなければなりませんか。
A: How much is the admission?	A: 入場料はいくらですか。
B: $8 per person.	B: １人8ドルです。
A: Do you have any brochures?	A: パンフレットはありますか。
B: Yes, we do.	B: はい、あります。
Here you are.	どうぞ。
A: Do you have a guided tour?	A: ガイドの案内はありますか。
B: Yes, it will start at 10:30.	B: はい、10時半に始まります。
No Photographs）	F. （撮影禁止
Taking pictures with a flash is prohibited.	フラッシュによる撮影は禁止です。
Flashes are prohibited.	フラッシュは禁止されています。
You have to leave video cameras here.	ビデオカメラはここに預けてください。
You can't take pictures in this building.	この建物の中では撮影はできません。
Oh, I'm sorry, I didn't know that.	ああ、すみません。
There are slides and postcards in the gift shop at the exit.	出口の土産店でスライドと絵はがきを売っています。
May I take pictures using a flash?	フラッシュを使用して写真を撮ってもいいですか。
Can I use a video camera inside?	中でビデオカメラを使用していいですか。
May I take pictures of the paintings?	絵の写真を撮ってもいいですか。
Can I use a flash?	フラッシュを使用してもいいでしょうか。
A: Excuse me, sir, no photographs in this museum.	A: 申し訳ございませんが、この博物館での撮影は禁止されております。
B: Oh, I'm sorry, I didn't know that.	B: ああ、すみません。
A: You have to check your camera until you leave.	A: カメラはこちらで預かります。
B: OK.	B: 承知しました。
Security	G. 荷物検査
Sorry, but you'll have to check your bag.	申し訳ございませんが、荷物は預けていただかなければなりません。
I'm afraid you can't take your camera into the museum.	恐れ入りますが、カメラを博物館の中に持って入ることはできません。
You'll have to check it over there.	あそこで預けてください。
Where do I check my bag?	どちらにバッグを預けるのですか。
At that counter over there.	あそこのカウンターです。
I'd like to check this bag.	このバッグを預けたいのですが。
Just a minute.	しばらくお待ちください。
Here's your tag.	これが預かり証です。
Bring that back when you come to get your bag.	バッグを取りに来られるときにお持ちください。
What time do you close?	何時に閉まりますか。
We close at seven o'clock, the same time as the museum.	博物館の閉まるのと同じ７時に閉まります。
A: Sorry, but you'll have to check your shoulder bag.	A: 申し訳ございませんが、ショルダーバッグは預けていただかなければなりません。
B: Where do I check it?	B: どこに預けますか。
A: At that window over there.	A: あそこのあの窓口です。
At the window)	(窓口で
B: I'd like to check this.	B: これを預けたいのですが。
C: Do you have a camera in there?	C: この中にカメラはありますか。
B: No, I don't.	B: いいえ、ありません。
C: Just a minute.	C: しばらくお待ちいください。
Here's your tag.	これが預かり証です。
Bring that back when	取りに来られるときにお持ちください。
B: Thank you.	B: ありがとうございます。
At the Post Office	15. 郵便局で（手紙、小包など）
Sending a Letter	A. 手紙を送る
I'd like to send this letter to Japan.	この手紙を日本に送りたいのですが。
By airmail or surface mail?	航空便ですか、船便ですか。
I'd like to send this letter to Japan by air.	この手紙を日本に航空便で送りたいのですが。
It's over a half ounce, so it's a dollar.	これは半オンスを超過していますから、１ドルになります。
How much does it cost to send a postcard to Japan by air?	日本にはがきを航空便で送るといくらになりますか。
It costs 40 cents to send a postcard to Japan by air.	日本にはがきを航空便で送ると４０セントになります。
I want to send this letter to Japan by express mail.	この手紙を日本に速達で送りたいのですが。
Make it registered mail, please.	書留にしてください。
What's the postage for this letter?	この手紙の郵便料金はいくらですか。
Are they all the same weight?	皆同じ重さですか。
I'm not sure.	よく分かりません。
A: I'd like to send this letter to Japan.	A: この手紙を日本に送りたいのですが。
B: It's 50 cents.	B: ５０セントです。
A: How about this one?	A: これはどうですか。
B: It's over a half ounce.	B: これは半オンスを超過しています。
It's a dollar.	１ドルです。
A: Here you go.	A: はい。
B: Thank you.	B: ありがとうございます。
Buying Stamps and Postcards	B. 切手とはがきを買う
Could I have four airmail stamps to Japan, please?	日本までの航空便の切手４枚お願いします。
That's two dollars.	２ドルです。
How much does it cost to send a letter within the United States?	アメリカ国内で手紙を送るのはいくらですか。
29 cents up to an ounce.	１オンスまで２９セントです。
I'd like ten 29-cents stamps.	２９セントの切手を１０枚お願いします。
All together, 4 dollars and 90 cents.	両方で４ドル９０セントです。
How much is a postcard?	はがきはいくらですか。
Do you have aerograms?	航空書簡はありますか。
What's the zip code for this address in New York City?	ニューヨーク市のこの住所の郵便番号は何番ですか。
Could you weigh this letter?	この手紙の重さを計っていただけますか。
Do you have any commemorative stamps?	記念切手はありますか。
A: Could I have three airmail stamps to Japan, please?	A: 日本までの航空便の切手３枚お願いします。
B: Here you are.	B: はいどうぞ。
That's a dollar fifty.	１ドル５０セントになります。
A: How much does it cost to mail a letter within the United States?	A: アメリカ国内で第いち種郵便物を送るといくらになりますか。
B: 29 cents up to an ounce.	B: １オンスまで２９セントです。
A: I'd like 5 29-cents stamps.	A: ２９セントの切手を５枚お願いします。
B: Here you are.	B: はい、どうぞ。
A dollar forty-five.	１ドル４５セントになります。
Two dollars and 95 cents all together.	両方で２ドル９５セントです。
A: Here you go.	A: はい、どうぞ。
Sending a Parcel	C. 小包を送る
I'd like to send this parcel to Japan.	この小包を日本に送りたいのですが。
By air mail or surface mail?	航空便ですか、船便ですか。
How much does it cost by air?	航空便ではいくらかかりますか。
How long does it take by surface mail?	船便ではどれくらいの期間がかかりますか。
By surface mail, please.	船便でお願いします。
I'd like to have it insured.	保険をかけたいのですが。
I'd like to insure this package for $30.	この小包に３０ドルの保険をかけたいのですが。
What are the contents?	中身は何ですか。
The contents are worth $50.	中身は５０ドルの値打があります。
The contents are fragile, so please mark it "fragile."	中身はこわれものですので、「こわれもの」と書いてください。
Please fill out this customs form.	この税関の申告書に記入してください。
I'd like to send this package C.O.D.	この小包を料金と郵送料受取人払いで送りたいのですが。
A: I'd like to send this parcel to Japan.	A: この小包を日本に送りたいのですが。
B: By air mail or surface mail?	B: 航空便ですか、船便ですか。
A: By surface mail, please.	A: 船便でお願いします。
B: Please fill out this customs form.	B: この税関の申告書に記入してください。
A: Sure.	A: はい。
B: It'll be $10.55.	B: １０ドル５５セントです。
A: Here you are.	A: はい、どうぞ。
B: Thank you.	B: ありがとうございます。
Sending Books	D. 本を送る
I'd like to send these packages to Japan by surface mail.	これらの小包を日本に船便で送りたいのですが。
What's in them? What're the contents?	中身は何ですか。
Books.	本です。
Is there any printed matter in this package?	この小包の中には、印刷物は含まれていませんか。
This one has some Xerox copies.	これはゼロックスコピーも多少あります。
If you're sending only books, the cheapest way is by sack mail.	本だけを送るのであれば、もっとも安い方法はサックメールです。
We have different rates for parcels, printed matter, and books.	小包には普通小包、印刷物、本の三つの料金があります。
Do I need to fill out a form?	申告書に記入する必要はありますか。
Do you accept travelers checks? Can I pay with travelers checks?	トラベラーズチェックで支払えますか。
We accept travelers checks, if the amount you owe is at least half of the amount of the travelers check.	料金の２倍以内の額であればトラベラーズチェックを受け取ります。
A: I'd like to send these packages to Japan by surface mail.	A: これらの小包を日本に船便で送りたいのですが。
B: What's in them?	B: 中身は何ですか。
A: Books.	A: 本です。
B: Only books?	B: 本だけですか。
No printed matter?	印刷物は含まれていませんか。
A: This one has some newspapers.	A: これには新聞も多少入っています。
B: I see.	B: はい、分かりました。
A: Do I need to fill out a form?	A: 申告書に記入する必要はありすか。
B: No, sir.	B: いいえ、ありません。
Using Overnight Mail	E. 翌日配達郵便で送る
How can I get a letter delivered as quickly as possible?	手紙をできるだけ速く送りたいのですが、どうすればいいでしょうか。
You can send it by overnight mail.	翌日配達で送るのがいいでしょう。
How much does that cost?	いくらですか。
You send it in this special envelope.	この特別の封筒で送ります。
What is the deadline for overnight mail?	翌日配達の受付締切時間は何時ですか。
It's 3:00 at this post office.	この郵便局では３時です。
Can you deliver a letter overnight to anyplace in the United States?	アメリカ合衆国のどこへでも翌日に手紙を配達していただけますか。
We can only guarantee overnight delivery to major cities.	翌日配達が保証されているのは大きな都市だけです。
Is there any other way to get a letter delivered quickly?	他に手紙を速く送る方法はありますか。
We have post office to post office delivery.	郵便局から郵便局への配達便があります。
With post office to post office delivery, the addressee has to pick up the letter at the post office.	郵便局から郵便局への配達便では、受取人が郵便局まで取りに来なければなりません。
A: (on the telephone) Glenwood Post Office.	A: （電話で）　グレンウッド郵便局です。
B: How can I get a letter delivered to Atlanta as quickly as possible?	B: アトランタまで至急に手紙を送らなければならないのですが。
A: You can send it by overnight mail.	A: 翌日配達で送るのが最もよいでしょう。
B: How much does that cost?	B: いくらですか。
A: It's $9.95 for up to eight ounces.	A: ８オンスまで９ドル９５セントです。
You send it in a special envelope.	専用の封筒で送ります。
B: What's the deadline?	B: 締切時間は何時ですか。
A: It's 4:00 at this post office, but if you take it to the airport post office, the deadline is 6:00.	A: この郵便局では４時ですが、空港の郵便局まで持って行けば、締切は６時です。
Problems at the Post Office	F. 郵便局でのトラブル
I'd like to send this small package.	この小さい小包を送りたいのですが。
I'm afraid it's too small to send.	送るには小さすぎます。
This is too thin to send as a book.	これは本として送るには薄すぎます。
What can I do?	どうすればいいでしょうか。
I want to send a telegram. I'd like to send a wire.	電報を送りたいのですが。
We don't handle telegrams.	電報は扱っていません。
You need to go to Western Union.	ウエスターンユニオン（電報局）に行ってください。
You can call Western Union.	ウエスターンユニオン（電報局）に電話してください。
I'd like to open a checking account.	当座預金の口座を開きたいのですが。
Sorry, we don't handle any checking or savings accounts.	預金は扱っていません。
Banks handle savings.	銀行が預金を扱っています。
A: I'd like to send this small package by air.	A: この小さい小包を航空便で送りたいのですが。
B: Well, I'm afraid it's too small to send.	B: あのう、送るには小さすぎますね。
A: Oh, what can I do?	A: えっ、どうすればよいでしょうか。
B: You can put it in a large envelope.	B: 大きい封筒に入れればよいでしょう。
A: I see.	A: 分かりました。
I want to send a telegram.	電報を送りたいのですが。
A: I see.	A: 承知しました。
I'd like to open the savings account.	普通預金の口座を開きたいのですが。
B: Sorry, we don't handle savings.	B: 申し訳ございませんが、預金は扱っていません。
You need to go to a bank.	銀行に行ってください。
Renting a Car	16. レンターカーを借りる
Asking for a Car	A. 車を頼む
I'd like to rent a car.	車を借りたいのですが。
What size car did you need?	どのサイズの車が必要ですか。
A small car, I think.	小型の車をお願いします。
A medium-sized car.	中型の車をお願いします。
I'd like an automatic.	オートマティックの車をお願いします。
A stick shift, if possible.	できれば、シフトギアーの車をお願いします。
I need a car with air conditioning.	エアコンつきの車が必要です。
We could probably give you an Escort or a Toyota.	エスコートかトヨタならあると思います。
I'll take the Toyota.	トヨタをお願いします。
How about an Impulse?	インパルスはいかがですか。
That would be fine.	それでけっこうです。
A medium-sized car costs about twenty dollars more per day.	中型の車は１日２０ドルほど高くなります。
A: I'd like to rent a car.	A: 車を借りたいのですが。
B: OK.	B: 承知しました。
What size car did you need?	どのサイズの車が必要ですか。
A: A large one.	A: 大きいのです。
B: We could probably give you an Impulse.	B: インパルスならあると思いますが。
A: That would be fine.	A: それでけっこうです。
Giving Information	B. 情報を提供する
We'll just need a major credit card and a driver's license.	主なクレジットカードと運転免許証が必要です。
Is this your current address?	これは現在の住所ですか。
Where will you be staying locally?	ここではどこにお泊まりですか。
At the Fairmont.	フェアモントです。
I'm staying in Palo Alto at 32415 El Camino Real.	パロアルトのエルカミノリアル街32415番地です。
How long did you plan on keeping this?	どのくらいの期間この車が必要ですか。
For one week.	１週間です。
Until Wednesday.	水曜日までです。
OK, that would cost you $32.99 a day, unlimited mileage.	承知しました。
The daily rate is 45.59, plus fifteen cents a mile.	１日４５ドル５９セントで、１マイル当り１５セント追加です。
A: We'll just need a major credit card and a driver's license.	A: 主なクレジットカードと運転免許証が必要です。
(pause)  Is this address current?	（しばらくして）これが現住所ですか。
B: Yes, it is.	B: はい、どうぞ。
A: Where will you be staying locally?	A: こちらではどこに滞在されていますか。
B: At the Hampton Inn.	B: ハンプトンインです。
A: When did you plan on returning the car?	A: いつ車をお返しになる予定ですか。
B: I'll return it Saturday.	B: 土曜日です。
A: OK, that would cost you $42.99 a day, unlimited mileage.	A: 承知しました。
Arranging Insurance	C. 保険をかける
Would you like to take the collision damage coverage, which covers the car in case of damage?	損害保険をかけられますか。
That sounds like a good idea.	それはいい考えですね。
What does that cover?	何を保障しますか。
How much does that cover?	いくらまでカバーしますか。
How much does that cost?	いくらですか。
We also have liability, which would cover you for a third party suit.	もし、第３者から訴えられた場合のために、対人保険もあります。
This is in addition to $30,000 worth of liability which we already offer.	これは既にお勧めしました３万ドルの保険には含まれておりません。
The additional liability would cover you up to a million dollars, and that is $5.95 a day.	追加いただく対人保険は１００万ドルまでカバーし、１日当り５ドル９５セントです。
No, I don't think that's necessary.	いいえ、必要ないと思います。
Our third coverage would be personal accident, which covers you and your passengers while they're in the car for medical expenses.	第３の保険は人身事故で、あなたと同乗者の治療費をカバーします。
It also covers your luggage.	それは荷物にも適用されます。
If it's stolen out of the car, you would be insured up to a certain amount.	それは荷物が車から盗まれた場合、ある金額まで保障されます。
Yes, I'll take that.	はい、お願いします。
A: We also offer some insurance.	A: 保険もありますよ。
Would you like to take the collision damage coverage?	損害保険をかけますか。
It's $7 a day.	それは一日７ドルです。
B: What does that cover?	B: どんな場合に適用される保険ですか。
A: It covers the car for damages or if it's stolen.	A: 車の損害と盗難です
B: Yes, I'll take that.	B: はい、お願いします。
A: We also have the liability, which would cover you for third party suit.	A: 第３者に訴えられた場合の対人保険もあります。
This would cover you up to a million dollars.	これは１００万ドルまでカバーします。
B: How much does that cost?	B: いくらですか。
A: It's $4.55 a day.	A: 一日４ドル５５セントです。
Do you want to take that?	この保険をおかけになりますか。
B: No, I don't think so.	B: いいえ、けっこうです。
Making Arrangements to Return the Car	D. 車を返す手続きをする
By what time do I have to return the car?	何時までに車を返さなければなりませんか。
The rate is based on a 24 hour time clock.	料金は２４時間制の時計に基づいています。
So it's five past twelve.	それでは１２時５分すぎですね。
It would be due back at this time on the day you're returning.	返される日のこの時間が締切になります。
If you're late, we do have the extra hourly charges.	もし遅れれば、時間単位の追加料金をいただきます。
I'll plan on returning it by noon.	正午までに返すようにします。
Can I return the car in San Francisco?	サンフランシスコで車を返してもよいですか。
Yes, you can, but there's a $100 charge if you return it there.	はい、けっこうですが、そこで返せば１００ドルかかります。
Is there an extra charge if I return the car at your downtown office?	車をダウンタウンで返せば、追加料金を支払わなければなりませんか。
No, there isn't.	いいえ。
A: When do you plan to return the car?	A: いつ車を返されますか。
B: I'll return it tomorrow.	B: 明日です。
A: The rate is based on a 24 hour time clock, so it would be due back at this time tomorrow.	A: 料金は２４時間制になっていますので、明日のこの時間が期限になります。
If you're late, we do have the extra hourly charges.	もし遅れたら、追加の時間当りの料金をいただきます。
B: All right, I'll try to return it by one o'clock.	B: 承知しました。
Returning the Car	E. 車を返す
I'm returning a car I rented last week.	先週借りた車を返します。
I want to return a car that I rented in New York.	ニューヨークで借りた車を返したいのですが。
Could I see your contract?	契約書を拝見できますか。
Just a minute, I'll have someone check the mileage.	しばらくお待ちください。
Let's see, two days at $42.99 per day plus tax comes to $90.28.	ええっと、１日４２ドル９９セントが２日で、税金をたすと９０ドル２８セントになります。
There's a $20 charge, since you're returning the car here instead of in Boston.	ボストンでなく、ここで返されるので、２０ドルかかります。
Do you want to pay for that with your Visa card, or do you want to pay cash?	ビザカードで支払われますか、現金で支払われますか。
I'll pay with the Visa.	ビザで支払います。
I'm going to use traveler's checks.	トラベラーズチェックで支払います。
OK, then I'll tear up your credit card slip.	承知しました。
A: I'm returning a car I rented last week.	A: 先週借りた車を返したいのですが。
B: OK, could I see your contract?	B: 承知しました。
A: Here it is.	A: はい、どうぞ。
B: Let's see, three days at $32.45 per day plus tax comes to $102.22.	B: ええっと、１日３２ドル４５セントが３日間で、税金をたすと、１０２ドル２２セントになります。
Do you want to pay for that with your American Express card, or do you want to pay cash?	アメリカンエキスプレスで支払われますか、現金で支払われますか。
A: I'll pay with the American Express card.	A: アメリカンエキスプレスで支払います。
Long Distance Transportation	17. 長距離の交通機関
Inquiring about Schedules and Fares	A. スケジュールと料金を尋ねる
Can you give me information about trains from New York City  to Chicago?	ニューヨークからシカゴまでの列車のことで教えていただきたいのですが。
What is the schedule for trains from Chicago to Baltimore?	シカゴからボルチモアーの列車のスケジュールはどのようになっていますか。
I'm leaving next Wednesday, in the afternoon, if possible.	もし可能なら、次の水曜日の午後に立ちます。
My schedule isn't decided yet.	私はまだ予定を立てていません。
Do you have any direct flights from New York City to Denver?	ニューヨークからデンバーまでの直行の飛行機はありますか。
What time are your flights from LA to San Francisco?	ロサンジェルスからサンフランシスコまでの飛行機の出発時間はどのようになっていますか。
Are you planning to leave in the morning or afternoon?	午前中に立たれますか、午後に立たれますか。
I'd like to ask about buses from New York City to New Orleans.	ニューヨークからニューオリンズまでのバスについて尋ねたいのですが。
Can you tell me what the schedule and the fare is?	スケジュールと料金を教えていただけますか。
This is one way.	これは片道です。
If you buy it three days in advance, it's $205.60.	もし３日前にお買になれば、２０５ドル６０セントです。
A: Trailways.	A: トレールウエイズ。
B: I'd like to ask about buses from New York City to Chicago.	B: ニューヨークからシカゴのバスについて尋ねたいのですが。
Can you tell me what the schedule and the fare is?	スケジュールと料金を教えてください。
A: One way or round trip?	A: 片道ですか、往復ですか。
B: One way.	B: 片道ですか。
A: The fare is $126.95, but if you buy it three days in advance, it's $108.75.	A: 料金は１２６ドル９５セントです。
Are you planning to leave in the morning, afternoon, or evening?	しかし、もし３日前に購入すれば１０８ドル７５セントです。
B: In the evening.	B: 夜です。
A: We have a bus leaving New York at 9:00 PM.	A: ニューヨークを午後９時に出るのがあります。
It will arrive in Chicago at 7:35 the following morning.	シカゴに翌朝の７時３５分に到着します。
B: OK, thank you.	B: 分かりました。
Making Airline Reservations	B. 飛行機の予約をする
I'd like to make a reservation on a flight from Newark to Buffalo on the morning of October 1.	１０月１日の朝のニューワークからバッファローの飛行機の予約をしたいのですが。
I'd like to fly first class.	ファーストクラスで行きたいのですが。
Are you planning to fly first class, business class, or coach?	ファーストクラス、ビジネスクラスかエコノミークラスのどれをお考えですか。
Business class.	ビジネスクラスです。
I'll take the 2:10 flight.	２時１０分の飛行機をお願いします。
Where do I pick up my ticket?	どこで切符をいただけますか。
When do I need to pick up my ticket?	いつ切符を受け取らなければならないでしょうか。
When should I check in?	搭乗手続きは何時からですか。
You need to pick your ticket up within 24 hours.	２４時間以内に切符を受け取ってください。
You should check in at least thirty minutes before departure.	出発の少なくとも３０分前に搭乗手続きをしてください。
A: Overland Airlines reservations.	A: オーバーランド航空の予約係です。
B: I'd like to make a reservation on your 8:35 flight from New York to Denver on the morning of December 17.	B: １２月１７日の朝８時３５分のニューヨークからデンバーまでの飛行機の予約をしたいのですが。
A: One way or round trip?	A: 片道ですか、往復ですか。
B: One way.	B: 片道です。
And I'd like to fly coach.	エコノミークラスでお願いします。
A: Could you give me your name?	A: お名前をお願いします。
B: Ayako Takahashi.	B: 高橋綾子です。
A: The coach fare is $276, and you can pick up your ticket at the Overland Airlines counter.	A: エコノミークラスの料金は２７６ドルです。
B: Thank you.	B: ありがとうございます。
Reconfirming Reservations	C. 予約の再確認をする
I'd like to reconfirm my flight.	私の飛行機の再確認をしたいのですが。
Could you give me your name, please?	お名前をどうぞ。
Keiko Nakamura.	中村恵子です。
What flight are you on?	どの便にご搭乗ですか。
Flight 21 leaving on the 15th.	１５日の２１便です。
You're confirmed on Flight 21, leaving LA at 9:32 AM on the 15th.	１５日の午前９時３２分ロサンジェルス発の２１便の確認ができました。
Could you give me a local phone number?	今、おられる所の電話番号をお願いします。
Certainly.	はい。
I'm staying at the Station Hotel in Room 501.	ステーションホテルの５０１号室におります。
That's 555-2100.	電話番号は555ｰ2100です。
How long before the flight should I get to the airport?	空港へは出発のどれくらい前に行けばよいでしょうか。
Please be at the check-in counter at least an hour before the flight.	出発の１時間前にはチェックインカウンターにおいでください。
A: I'd like to reconfirm my reservation on your flight 285 on the 18th.	A: １８日の２８５便の予約の再確認をしたいのですが。
B: Could I have your name, please?	B: お名前をお願いします。
A: Sanae Ohashi.	A: 大橋早苗です。
O-H-A-S-H-I.	オー・エイチ・エイ・エス・エイチ・アイです。
B: You're confirmed on Flight 285, leaving Seattle at 10:02 a.m. on the 18th.	B: １８日の午前１０時２分シアトル発の２８５便に確認されました。
A: Could you give me a local phone number?	A: 今、おられるところの電話番号をお願いします。
B: Yes.	B: はい。
My number is 555-1483.	私の番号は５５５ー１４８３です。
A: Thank you.	A: ありがとうございます。
Making Train Reservations	D. 列車の予約をする
I'd like to make a reservation for July 15 from LA to Salt Lake City.	７月１５日のロサンジェルスからソルトレークシティーの予約をしたいのですが。
