THE DEAD	死者たち
"It takes Teddy to find out the really good things,"	「テディじゃなくちゃ本当にいいものは見つからないな」
said Mr. Browne familiarly to the table.	とブラウン氏がテーブルを囲む人々になれなれしく言った。
"And why couldn't he have a voice too?"	「それでなぜ彼だっていい声であってはいけないんですか？」
asked Freddy Malins sharply.	とフレディ・マリンズは鋭く尋ねた。
"Is it because he's only a black?"	「彼が黒人にすぎないから？」
Nobody answered this question and Mary Jane led the table back to the legitimate opera.	誰もこの質問には答えず、メアリー・ジェーンは一座の話題を正統なオペラに戻した。
One of her pupils had given her a pass for Mignon.	彼女の教え子の一人が彼女に『ミニョン』の入場券を贈ったのだった。
Of course it was very fine, she said, but it made her think of poor Georgina Burns.	もちろんそれはとてもすばらしかったけれどかわいそうなジョージナ・バーンズのことを考えさせられた、と彼女は言った。
Mr. Browne could go back farther still, to the old Italian companies that used to come to Dublin--Tietjens, Ilma de Murzka, Campanini, the great Trebelli, Giuglini, Ravelli, Aramburo.	ブラウン氏はさらにもっと、昔ダブリンによく来ていたイタリアの一座のことにさかのぼったのだった−−ティーチェンス、イルマ・ド・ムルズカ、カンパニーニ、偉大なトレベリ、ジャグリーニ、ラベーリ、アランブロ。
Those were the days, he said, when there was something like singing to be heard in Dublin.	あの頃はダブリンでも歌らしいものが聞けたものだった、と彼は言った。
He told too of how the top gallery of the old Royal used to be packed night after night, of how one night an Italian tenor had sung five encores to Let me like a Soldier fall, introducing a high C every time, and of how the gallery boys would sometimes in their enthusiasm unyoke the horses from the carriage of some great prima donna and pull her themselves through the streets to her hotel.	彼はまた、かっての王立劇場の天井桟敷が毎晩毎晩埋め尽くされたさまを、ある晩イタリアのテノールが必ずハイツェーを挿入して『レットミーライクアソルジャーフォール』まで五回もアンコールに応えて歌ったさまを、そして大向こうの少年たちがある時熱狂のあまりどうしても自分たちで彼女をと、ある偉大なプリマドンナの馬車の馬のくびきをはずし、ホテルまでの通りをずっと引いていったさまを語った。
Why did they never play the grand old operas now, he asked, Dinorah, Lucrezia Borgia?	彼は尋ねた、なぜ今では華やかな昔のオペラ、ディノーラ、ルクレツィア・ボルジアを演じないのか？
Because they could not get the voices to sing them:	それはそれらを歌うだけの声を獲得できないからだ。
that was why.	それが理由だ。
"Oh, well,"	「おお、でも、」
said Mr. Bartell D'Arcy,	とバーテル・ダーシー氏は言った、
"I presume there are as good singers today as there were then."	「今日でも当時と同じように良い歌手はいると私は思います。」
"Where are they?"	「どこにいます？」
asked Mr. Browne defiantly.	とブラウン氏が挑戦的に言った。
"In London, Paris, Milan,"	「ロンドン、パリ、ミラノに」
said Mr. Bartell D'Arcy warmly.	とバーテル・ダーシー氏は熱心に言った。
"I suppose Caruso, for example, is quite as good, if not better than any of the men you have mentioned."	「たとえば、カルーソーはあなたが触れられた人たちの誰かに優るとは言わないまでも、まったく同じくらいうまいと思います。」
"Maybe so,"	「そうかもしれませんな」
said Mr. Browne.	とブラウン氏は言った。
"But I may tell you I doubt it strongly."	「でもねえ強い疑いを禁じえませんね。」
"O, I'd give anything to hear Caruso sing,"	「ああ、カルーソーが歌うのを聞けるなら何でもあげるわ」
said Mary Jane.	とメアリー・ジェーンが言った。
"For me,"	「私にとっては、」
said Aunt Kate, who had been picking a bone,	骨をつついて取っていたケイト叔母が言った、
"there was only one tenor.	「テノールはただ一人だけよ。
To please me, I mean.	私のお気に入りは、という意味よ。
But I suppose none of you ever heard of him."	でもあなたたち誰も彼を聞いたことないでしょうね。」
"Who was he, Miss Morkan?"	「それは誰ですか、ミス・モーカン？」
asked Mr. Bartell D'Arcy politely.	バーテル・ダーシー氏が礼儀正しく尋ねた。
"His name,"	「彼の名は、」
said Aunt Kate,	ケイト叔母は言った、
"was Parkinson.	「パーキンソン。
I heard him when he was in his prime and I think he had then the purest tenor voice that was ever put into a man's throat."	私は彼の全盛期に聞いて、そのときの彼はかって男性ののどに与えられた中で最も澄んだテノールだと思ったわ。」
"Strange,"	「知らない」
said Mr. Bartell D'Arcy.	とバーテル・ダーシー氏は言った。
"I never even heard of him."	「名前を聞いたことすらありません。」
"Yes, yes, Miss Morkan is right,"	「そう、そうです、ミス・モーカンの言う通りです」
said Mr. Browne.	とブラウン氏が言った。
"I remember hearing of old Parkinson but he's too far back for me."	「懐かしいパーキンソンを聞いたことを思い出しますが、あまりに昔のことなので。」
"A beautiful, pure, sweet, mellow English tenor,"	「美しく、澄んで、甘く、豊かなイギリス人のテノール」
said Aunt Kate with enthusiasm.	とケイト叔母は熱狂して言った。
Gabriel having finished, the huge pudding was transferred to the table.	ゲイブリエルが済ませたので、巨大なプディングがテーブルに移された。
The clatter of forks and spoons began again.	フォークとスプーンのガチャガチャいう音が再び始まった。
Gabriel's wife served out spoonfuls of the pudding and passed the plates down the table.	ゲイブリエルの妻がプディングをスプーン一杯ずつ取り分け、皿がテーブルを回された。
Midway down they were held up by Mary Jane, who replenished them with raspberry or orange jelly or with blancmange and jam.	途中でそれらはメアリー・ジェーンに止められ、キイチゴかオレンジのゼリーあるいはブランマンジェとジャムで満たされた。
The pudding was of Aunt Julia's making and she received praises for it from all quarters	プディングはジュリア叔母が作ったもので、彼女は四方八方からそれを称賛された。
She herself said that it was not quite brown enough.	彼女自身は茶色が今ひとつだと言った。
"Well, I hope, Miss Morkan,"	「ちょっと、ミス・モーカン、」
said Mr. Browne,	ブラウン氏が言った、
"that I'm brown enough for you because, you know, I'm all brown."	「どうです、茶色なら私は十分お気に召すでしょう、だってねえ、私は紛れもないブラウンですから。」
All the gentlemen, except Gabriel, ate some of the pudding out of compliment to Aunt Julia.	紳士一同こぞって、ゲイブリエルは別だが、ジュリア叔母に敬意を表してプディングを少々食べた。
As Gabriel never ate sweets the celery had been left for him.	ゲイブリエルは決して甘いものを食べなかったので、彼にはセロリが残っていた。
Freddy Malins also took a stalk of celery and ate it with his pudding.	フレディ・マリンズもセロリの茎を取り、プディングと一緒にそれを食べた。
He had been told that celery was a capital thing for the blood and he was just then under doctor's care.	彼はセロリは血液のためにとてもよいものだと言われていたし、彼はちょうどその時医者に診てもらっていた。
Mrs. Malins, who had been silent all through the supper, said that her son was going down to Mount Melleray in a week or so.	食事の間ずっと黙っていたマリンズ夫人はが、息子が一週間かそこらたったらメラレイ山に行くことになっていると言った。
The table then spoke of Mount Melleray, how bracing the air was down there, how hospitable the monks were and how they never asked for a penny-piece from their guests.	それからテーブルの人々はメラレイ山について、いかにそこでは空気がすがすがしいか、いかに修道士が厚くもてなしてくれるか、そして何と彼らがペニー銅貨一枚、客から求めないことを話した。
"And do you mean to say,"	「それじゃ何ですか、」
asked Mr. Browne incredulously,	ブラウン氏が容易に信じないで尋ねた、
"that a chap can go down there and put up there as if it were a hotel and live on the fat of the land and then come away without paying anything?"	「男がそこへ出かけていってまるでホテルのように泊まり、贅沢に過ごしてそれで何も払わないで出てこられると言うんですか？」
"O, most people give some donation to the monastery when they leave."	「ああ、たいていの人は出発の時に修道院にいくらか寄付をしますわ」
said Mary Jane.	とメアリー・ジェーンが言った。
"I wish we had an institution like that in our Church,"	「私たちの教会にもそのような施設があればいいですなあ」
said Mr. Browne candidly.	とブラウン氏は腹蔵なく言った。
He was astonished to hear that the monks never spoke, got up at two in the morning and slept in their coffins.	彼は修道士たちが決して口をきかず、朝の二時に起きて、棺で眠ると聞いてびっくりした。
He asked what they did it for.	彼は何のために彼らがそうするのか尋ねた。
"That's the rule of the order,"	「修道会の規則ですわ」
said Aunt Kate firmly.	とケイト叔母がきっぱりと言った。
"Yes, but why?"	「そうですか、でもなぜ？」
asked Mr. Browne.	とブラウン氏は尋ねた。
Aunt Kate repeated that it was the rule, that was all.	ケイト叔母はそれは規則であり、それだけだと繰り返した。
Mr. Browne still seemed not to understand.	ブラウン氏はまだ理解できないようだった。
Freddy Malins explained to him, as best he could, that the monks were trying to make up for the sins committed by all the sinners in the outside world.	フレディ・マリンズが彼に、修道士たちは外の世界のすべての罪びとたちが犯した罪の埋め合わせをしようとしていると精一杯説明した。
The explanation was not very clear for Mr. Browne grinned and said:	その説明はあまり明瞭ではなく、ブラウン氏はにやにやして言った。
"I like that idea very much but wouldn't a comfortable spring bed do them as well as a coffin?"	「その考え方は非常に気に入ったけれど、棺もいいが快適なばねのあるベッドも彼らの役に立つんじゃないのかな？」
"The coffin,"	「棺は、」
said Mary Jane,	メアリー・ジェーンは言った、
"is to remind them of their last end."	「彼らに来るべき最期を思い起こさせるためです。」
As the subject had grown lugubrious it was buried in a silence of the table during which Mrs. Malins could be heard saying to her neighbour in an indistinct undertone:	話が陰気になってしまったのでその話題はテーブルを囲む人たちの沈黙の中に葬られたが、その間もマリンズ夫人の隣に話しかける不明瞭な小声が聞こえた。
"They are very good men, the monks, very pious men."	「彼らは非常に善良な人たちです、修道士たちは、非常に敬虔な人たちです。」
The raisins and almonds and figs and apples and oranges and chocolates and sweets were now passed about the table and Aunt Julia invited all the guests to have either port or sherry.	今度はレーズンとアーモンドとイチジクとリンゴとオレンジとチョコレートとキャンディーがテーブルのあちこちへ次々と回され、ジュリア叔母は客全員にポートワインかシェリー酒はいかがと勧めた。
At first Mr. Bartell D'Arcy refused to take either but one of his neighbours nudged him and whispered something to him upon which he allowed his glass to be filled.	バーテル・ダーシー氏は初めどちらも断ったが、隣席の一人がそっと彼をつついて何かをささやくと、それで彼はグラスを満たされるがままにした。
Gradually as the last glasses were being filled the conversation ceased.	最後に残ったグラスも満たされていくと、次第に会話もやんでいった。
A pause followed, broken only by the noise of the wine and by unsettlings of chairs.	ワインの音、落ち着かない椅子の動きだけが乱す間が続いた。
The Misses Morkan, all three, looked down at the tablecloth.	ミス・モーカンは、三人ともうつむいてテーブルクロスを見ていた。
Someone coughed once or twice and then a few gentlemen patted the table gently as a signal for silence.	誰かが一、二度せきをして、それから数人の紳士が静粛の合図としてテーブルを優しく叩いた。
The silence came and Gabriel pushed back his chair.	静寂が訪れてゲイブリエルは椅子を後に押しやった。
The patting at once grew louder in encouragement and then ceased altogether.	テーブルを叩く激励の音がすぐに大きくなり、それからすっかりやんだ。
Gabriel leaned his ten trembling fingers on the tablecloth and smiled nervously at the company.	ゲイブリエルは十本の震える指をテーブルクロスにつき、神経質に一座に微笑みかけた。
Meeting a row of upturned faces he raised his eyes to the chandelier.	居並ぶ上向きの顔、顔に出会って、彼はシャンデリアへと目を上げた。
The piano was playing a waltz tune and he could hear the skirts sweeping against the drawing-room door.	ピアノはワルツの旋律を奏で、客間のドアにぶつかってすれるスカートの音が彼には聞こえた。
People, perhaps, were standing in the snow on the quay outside, gazing up at the lighted windows and listening to the waltz music.	人々はたぶん、雪の中、外の河岸に立ち、明かりのついた窓を見上げ、ワルツの調べに聞き入っているのだろう。
The air was pure there.	そこは空気がきれいだ。
In the distance lay the park where the trees were weighted with snow.	遠くには公園があり、木々は雪でたわんでいる。
The Wellington Monument wore a gleaming cap of snow that flashed westward over the white field of Fifteen Acres.	ウェリントンの記念碑はきらきらする雪の帽子をかぶって、西の方のフィフティーン・エイカーズの白い広場の上に光を放っている。
He began:	彼は始めた。
"Ladies and Gentlemen,	「皆さん、
"It has fallen to my lot this evening, as in years past, to perform a very pleasing task but a task for which I am afraid my poor powers as a speaker are all too inadequate."	今宵も過ぎ去った年同様、私が、非常に楽しい役目を、しかし残念ながら私では話し手としてあまりに力不足と思われる役目を果たす巡り合わせになりました。」
"No, no!"	「とんでもない！」
said Mr. Browne.	とブラウン氏が言った。
"But, however that may be, I can only ask you tonight to take the will for the deed and to lend me your attention for a few moments while I endeavour to express to you in words what my feelings are on this occasion.	「しかし、そうであろうとも、私は今宵皆さんに、行為はその意志で見よの諺に倣い、この集まりにおいて私の感ずるところを言葉で言い表そうと努めるしばらくの間、私に耳をお貸しいただくようお願いするほかはありません。
"Ladies and Gentlemen, it is not the first time that we have gathered together under this hospitable roof, around this hospitable board.	皆さん、私たちがこの厚いもてなしの屋根の下に、この厚いもてなしの食卓の周りに、共に集うのは初めてではありません。
It is not the first time that we have been the recipients	私たちがある善良な婦人たちの親切なもてなしを受けたのは
--or perhaps, I had better say, the victims	−−いや、あるいは、犠牲者になったと言った方がよいかもしれません
--of the hospitality of certain good ladies."	−−初めてではありません。」
He made a circle in the air with his arm and paused.	彼は腕で空中に円を描きちょっと休止した。
Everyone laughed or smiled at Aunt Kate and Aunt Julia and Mary Jane who all turned crimson with pleasure.	誰もが、喜びに赤く染まったケイト叔母、ジュリア叔母、メアリー･ジェーンに笑いかけ、あるいは微笑みかけた。
Gabriel went on more boldly:	ゲイブリエルはさらに大胆に続けた。
"I feel more strongly with every recurring year that our country has no tradition which does it so much honour and which it should guard so jealously as that of its hospitality.	「年が巡りくるたびになおさら強く感じるのですが、我が国にはその親切なもてなしの伝統ほど、その名誉となり、油断なく死守すべき伝統はありません。
It is a tradition that is unique as far as my experience goes (and I have visited not a few places abroad) among the modern nations.	それは私の知る限り、近代国家においては（そして私はかなり多数の外国の地を訪れたことがありますが）比類なき伝統であります。
Some would say, perhaps, that with us it is rather a failing than anything to be boasted of.	あるいは私たちにとってそれは自慢できる何かというよりむしろ欠点であると言う人もあるでしょう。
But granted even that, it is, to my mind, a princely failing, and one that I trust will long be cultivated among us.	しかしたとえそうであったとしても、それは、私の考えでは、王侯の欠点であり、長く私たちの間で養われていくものであると私は信じます。
Of one thing, at least, I am sure.	一つのことを、少なくとも、私は確信します。
As long as this one roof shelters the good ladies aforesaid	この一屋根がさきに申し上げた善良な婦人たちを保護する限り
--and I wish from my heart it may do so for many and many a long year to come	−−そして私はこの先ずっとずっと長年にわたってそうなることを心から望みますが
--the tradition of genuine warm-hearted courteous Irish hospitality, which our forefathers have handed down to us and which we in turn must hand down to our descendants, is still alive among us."	−−私たちの祖先が私たちに伝え、今度は私たちが子孫に伝えなければならない、正真正銘の親切な思いやりのあるアイルランドの厚いもてなしの伝統は私たちの間にまだ生きているのです。」
A hearty murmur of assent ran round the table.	心からの同意のささやきがテーブルを走った。
It shot through Gabriel's mind that Miss Ivors was not there and that she had gone away discourteously:	ミス・アイバースがそこにいないこと、そして彼女が不作法に立ち去ったことがゲイブリエルの心をさっとかすめた。
and he said with confidence in himself:	そして彼は自信を持って言った。
"Ladies and Gentlemen,	「皆さん、
"A new generation is growing up in our midst, a generation actuated by new ideas and new principles.	新しい世代が私たちの中に育っています、新しい考え方、新しい原則に動かされる世代です。
It is serious and enthusiastic	まじめで熱狂的な世代です。
for these new ideas and its enthusiasm, even when it is misdirected, is, I believe, in the main sincere.	というのもその新しい考え方やその熱狂は、それが間違った方向に向けられた時でさえ、思うに、概して嘘偽りのないものだからです。
But we are living in a sceptical and, if I may use the phrase, a thought-tormented age:	しかし私たちは懐疑的なそして、こんな言い回しを使ってかまわなければ、思想の苦しむ時代に生きています。
and sometimes I fear that this new generation, educated or hypereducated as it is, will lack those qualities of humanity, of hospitality, of kindly humour which belonged to an older day.	そして時々私は、この、教育のある、あるいは実のところ過剰に教育のある新しい世代は、あの、より古い時代に属する人間性、親切なもてなす心、思いやりのある気性といった資質を欠くことになるのではないかと思います。
Listening tonight to the names of all those great singers of the past it seemed to me, I must confess, that we were living in a less spacious age.	今夜、すべての昔の偉大な歌手たちの名前を聞いて、私たちは広々としたところの少ない時代に生きているように思える、と告白しなければなりません。
Those days might, without exaggeration, be called spacious days:	あの頃は、誇張でなく、広々とした日々と呼んでよいでしょう。
and if they are gone beyond recall let us hope, at least, that in gatherings such as this we shall still speak of them with pride and affection, still cherish in our hearts the memory of those dead and gone great ones whose fame the world will not willingly let die."	そしてあの日々は去って取り戻すことはできないとしても、少なくとも、このような集まりで私たちはこれからも誇りと愛情を持ってあの日々ことを語り、あの、名声がこの世から消えゆくことはないであろう、亡くなった偉大な人たちの記憶をこれからも心に抱いて大事にしていこうじゃありませんか。」
"Hear, hear!"	「賛成、賛成！」
said Mr. Browne loudly.	とブラウン氏が大声で言った。
"But yet,"	「しかしそれでも、」
continued Gabriel, his voice falling into a softer inflection,	ゲイブリエルは声をより静かな音調に落として続けた、
"there are always in gatherings such as this sadder thoughts that will recur to our minds:	「このような集まりにおいていつも私たちの心に戻り来る悲しい思いがあります。
thoughts of the past, of youth, of changes, of absent faces that we miss here tonight.	過去についての、青年期についての、いろいろな変化についての、今夜残念ながらここに見られない顔についての思いです。
Our path through life is strewn with many such sad memories:	私たちの人生行路にはそのような悲しい思い出が数多く散りばめられています。
and were we to brood upon them always we could not find the heart to go on bravely with our work among the living.	そしていつもそれをくよくよ考えていては、生者の中にあって勇敢に仕事を続けていく気力が湧きません。
We have all of us living duties and living affections which claim, and rightly claim, our strenuous endeavours.	私たちには誰しも皆、生者の義務、生者の愛情があり、それには大変な努力が必要です、当然、必要です。
"Therefore, I will not linger on the past.	したがって私は過去にぐずぐずするつもりはありません。
I will not let any gloomy moralising intrude upon us here tonight.	今夜ここで憂鬱な説教に私たちの邪魔をさせるつもりもありません。
Here we are gathered together for a brief moment from the bustle and rush of our everyday routine.	ここに私たちは毎日の決まりきった仕事のせわしさ、あわただしさの中から短い時間集まりました。
We are met here as friends, in the spirit of good-fellowship, as colleagues, also to a certain extent, in the true spirit of camaraderie, and as the guests of	私たちはここに友人として、友達のよしみの気持ちで、またある意味では同僚として、真の友愛の精神で、そして
--what shall I call them?	−−彼らを何と呼んだらいいでしょう
--the Three Graces of the Dublin musical world."	−−ダブリンの音楽の世界の三美神、の客として、集まっています。」
The table burst into applause and laughter at this allusion.	テーブルを囲む人たちはこの引喩にどっと拍手喝采し、笑い出した。
Aunt Julia vainly asked each of her neighbours in turn to tell her what Gabriel had said.	ジュリア叔母は次々と隣の人たちにゲイブリエルが何と言ったのか教えてとむなしく頼んでいた。
"He says we are the Three Graces, Aunt Julia,"	「彼は私たちが三美神だと言ってるのよ、ジュリア叔母さん」
said Mary Jane.	とメアリー・ジェーンが言った。
Aunt Julia did not understand but she looked up, smiling, at Gabriel, who continued in the same vein:	ジュリア叔母はわからなかったが、顔を上げ、微笑んで、変わらぬ調子で続けるゲイブリエルを見た。
"Ladies and Gentlemen,	「皆さん、
"I will not attempt to play tonight the part that Paris played on another occasion.	私はあの時パリスが演じた役割を今宵演じてみようとは思いません。
I will not attempt to choose between them.	彼らのうちから選んでみようとは思いません。
The task would be an invidious one and one beyond my poor powers.	その仕事は公平を欠くものであり、私の乏しい能力を超えたものです。
For when I view them in turn, whether it be our chief hostess herself, whose good heart, whose too good heart, has become a byword with all who know her, or her sister, who seems to be gifted with perennial youth and whose singing must have been a surprise and a revelation to us all tonight, or, last but not least, when I consider our youngest hostess, talented, cheerful, hard-working and the best of nieces, I confess, Ladies and Gentlemen, that I do not know to which of them I should award the prize."	というのも私が彼女たちを順に、それが、その善良な心、その善良すぎる心が彼女を知る人すべての中で代名詞になってしまった主たる女主人その人なのか、それとも永遠の若さを与えられたかのような、そしてその歌声が今夜、私たちみんなにとって驚きであり新しい発見となったにちがいない彼女の妹なのかを見る時、あるいは、最後とはいえとっておき、有能、快活、勤勉にして最高の姪である私たちの最も若い女主人を考慮する時、実を言うと、皆さん、私は彼女たちのうち誰にその賞を与えるべきかわかりません。」
Gabriel glanced down at his aunts and, seeing the large smile on Aunt Julia's face and the tears which had risen to Aunt Kate's eyes, hastened to his close.	ゲイブリエルは視線を下げて叔母たちをちらっと眺め、そしてジュリア叔母の顔に広がる笑みとケイト叔母の目にあふれた涙を見て、結論を急いだ。
He raised his glass of port gallantly, while every member of the company fingered a glass expectantly, and said loudly:	彼はポートワインのグラスを勇ましく持ち上げ、集まったメンバー全員が心待ちにして指でグラスをいじる中、大きな声で言った。
"Let us toast them all three together.	「三人まとめて全員のために乾杯しましょう。
Let us drink to their health, wealth, long life, happiness and prosperity and may they long continue to hold the proud and self-won position which they hold in their profession and the position of honour and affection which they hold in our hearts."	彼らの健康、富、長命、幸福、繁栄を祝して乾杯しましょう、そして願わくは彼らの専門における誇らしい、自ら勝ち取った地位を、そして私たちの心に占める名誉と愛情ある地位を彼らが長く持ち続けますように。」
All the guests stood up, glass in hand, and turning towards the three seated ladies, sang in unison, with Mr. Browne as leader:	すべてのゲストが立ち上がり、グラスを手に、三人の座っている婦人たちの方を向き、ブラウン氏が音頭をとって斉唱した。
For they are jolly gay fellows,	陽気で素敵な仲間だから、
For they are jolly gay fellows,	陽気で素敵な仲間だから、
For they are jolly gay fellows,	陽気で素敵な仲間だから、
Which nobody can deny.	誰もそれを否定できない。
Aunt Kate was making frank use of her handkerchief and even Aunt Julia seemed moved.	ケイト叔母は遠慮なくハンカチを使い、ジュリア叔母すら感動したように見えた。
Freddy Malins beat time with his pudding-fork and the singers turned towards one another, as if in melodious conference, while they sang with emphasis:	フレディ・マリンズはプディングのフォークで拍子を取り、歌い手たちはあたかも音楽にのせた相談のように互いに向き合い、力をこめて歌った。
Unless he tells a lie,	嘘をつかない限り、
Unless he tells a lie,	嘘をつかない限り、
Then, turning once more towards their hostesses, they sang:	それから、もう一度女主人たちの方を向き、彼らは歌った。
For they are jolly gay fellows,	陽気で素敵な仲間だから、
For they are jolly gay fellows,	陽気で素敵な仲間だから、
For they are jolly gay fellows,	陽気で素敵な仲間だから、
Which nobody can deny.	誰もそれを否定できない。
The acclamation which followed was taken up beyond the door of the supper-room by many of the other guests and renewed time after time, Freddy Malins acting as officer with his fork on high.	続いて大きな喝采が夜食の部屋のドアの向こうの多くのほかのゲストにも移り、何度も何度も繰り返され、フレディ・マリンズはフォークを高々と、指揮者の役を務めていた。
The piercing morning air came into the hall where they were standing so that Aunt Kate said:	身にしみる朝の空気が彼らの立つホールに入ってきてケイト叔母が言った。
"Close the door, somebody.	「誰かドアを閉めて。
Mrs. Malins will get her death of cold."	マリンズ夫人がひどい風邪をひくわ。」
"Browne is out there, Aunt Kate,"	「ブラウンが外にいるわ、ケイト叔母さん」
said Mary Jane.	とメアリー・ジェーンが言った。
"Browne is everywhere,"	「ブラウンは神出鬼没よ」
said Aunt Kate, lowering her voice.	とケイト叔母が声を低めて言った。
Mary Jane laughed at her tone.	メアリー・ジェーンは彼女の口調を笑った。
"Really,"	「本当に、」
she said archly,	彼女はいたずらっぽく言った、
"he is very attentive."	「彼はとてもよく気がつくわ。」
"He has been laid on here like the gas,"	「彼はガス設備のようなものだったのよ、」
said Aunt Kate in the same tone,	ケイト叔母が同じ調子で言った、
"all during the Christmas."	「クリスマスの間ずっと。」
She laughed herself this time good-humouredly and then added quickly:	彼女は今度は上機嫌に笑いこけ、それから急いで付け加えた。
"But tell him to come in, Mary Jane, and close the door.	「でも彼に中に入るように言って、メアリー・ジェーン、そしてドアを閉めるように。
I hope to goodness he didn't hear me."	私の言うことが聞こえてなければいいんだけど。」
At that moment the hall-door was opened and Mr. Browne came in from the doorstep, laughing as if his heart would break.	その時玄関のドアが開き、ブラウン氏が心臓が破裂するほど笑いながら戸口の段から入ってきた。
He was dressed in a long green overcoat with mock astrakhan cuffs and collar and wore on his head an oval fur cap.	彼は紛い物のアストラカンの袖口と襟のついた緑の長いコートを着て、頭には楕円形の毛皮の帽子をかぶっていた。
He pointed down the snow-covered quay from where the sound of shrill prolonged whistling was borne in.	彼が雪をかぶった河岸を指さすと、そこから長々とした鋭い口笛が聞こえてきた。
"Teddy will have all the cabs in Dublin out,"	「テディはダブリン中の馬車を引っ張り出しちまうぞ」
he said.	と彼は言った。
Gabriel advanced from the little pantry behind the office, struggling into his overcoat and, looking round the hall, said:	ゲイブリエルがコートに苦闘しながら事務所の後の小さな食器室から進み出で、玄関ホールを見回しながら言った。
"Gretta not down yet?"	「グレタはまだ下りてこない？」
"She's getting on her things, Gabriel,"	「彼女はコートを着ているわ、ゲイブリエル」
said Aunt Kate.	とケイト叔母が言った。
"Who's playing up there?"	「誰があそこでいたずらしているんです？」
asked Gabriel.	とゲイブリエルは尋ねた。
"Nobody.	「誰も。
They're all gone."	みんな行ってしまったわ。」
"O no, Aunt Kate,"	「ああ違うわ、ケイト叔母さん」
said Mary Jane.	とメアリー・ジェーンが言った。
"Bartell D'Arcy and Miss O'Callaghan aren't gone yet."	「バーテル・ダーシーとミス・オキャラハンがまだ出ていないわ。」
"Someone is fooling at the piano anyhow,"	「とにかく誰かがピアノのところで遊んでますよ」
said Gabriel.	とゲイブリエルは言った。
Mary Jane glanced at Gabriel and Mr. Browne and said with a shiver:	メアリー・ジェーンはゲイブリエルとブラウン氏をちらっと見て体を震わせて言った。
"It makes me feel cold to look at you two gentlemen muffled up like that.	「あなた方二人がそんなふうに着込んでいるのを見ると寒さを感じるわ。
I wouldn't like to face your journey home at this hour."	この時間に帰っていただきたくないわ。」
"I'd like nothing better this minute,"	「私だったら今すぐ何よりやりたいのは、」
said Mr. Browne stoutly,	とブラウン氏は勇敢にも言った、
"than a rattling fine walk in the country or a fast drive with a good spanking goer between the shafts."	「いなかの快適な早歩きか、ながえの間に元気のいい馬をつけて飛ばす遠乗りですな。」
"We used to have a very good horse and trap at home,"	「昔は家にとてもいい馬とトラップ馬車があったわよね」
said Aunt Julia sadly.	とジュリア叔母が悲しそうに言った。
"The never-to-be-forgotten Johnny,"	「決して忘れられないジョニーね」
said Mary Jane, laughing.	とメアリー・ジェーンが笑いながら言った。
Aunt Kate and Gabriel laughed too.	ケイト叔母とゲイブリエルも笑った。
"Why, what was wonderful about Johnny?"	「ほう、ジョニーに何かすてきなことがあったんですか？」
asked Mr. Browne.	とブラウン氏が尋ねた。
"The late lamented Patrick Morkan, our grandfather, that is,"	「亡くなったパトリック・モーカン、僕らのおじいさんですがね、」
explained Gabriel,	ゲイブリエルが説明した、
"commonly known in his later years as the old gentleman, was a glue-boiler."	「晩年は老紳士としてよく知られた人でしたが、にかわを煮出していました。」
"O, now, Gabriel,"	「あら、まあ、ゲイブリエル、」
said Aunt Kate, laughing,	ケイト叔母が笑いながら言った、
"he had a starch mill."	「彼はでんぷんの製粉所を持っていたのよ。」
"Well, glue or starch,"	「まあ、にかわだかでんぷんだかです、」
said Gabriel,	ゲイブリエルが言った、
"the old gentleman had a horse by the name of Johnny.	「老紳士にはジョニーという名の馬がいました。
And Johnny used to work in the old gentleman's mill, walking round and round in order to drive the mill.	そしてジョニーはいつも老紳士の製粉所で働いていて、製粉機を動かすためにぐるぐるぐるぐると回っていました。
That was all very well;	それはまったく結構なことだったんですが。
but now comes the tragic part about Johnny.	ここからがジョニーの悲劇です。
One fine day the old gentleman thought he'd like to drive out with the quality to a military review in the park."	ある晴れた日、老紳士は公園の観兵式を見に上流の人たちと一緒に出かけたいと思いました。」
"The Lord have mercy on his soul,"	「彼の魂にお慈悲を」
said Aunt Kate compassionately.	とケイト叔母が哀れみ深い声で言った。
"Amen,"	「アーメン」
said Gabriel.	とゲイブリエルが言った。
"So the old gentleman, as I said, harnessed Johnny and put on his very best tall hat and his very best stock collar and drove out in grand style from his ancestral mansion somewhere near Back Lane, I think."	「そこで老紳士は、そういうわけで、ジョニーに馬具をつけ、いちばん上等のシルクハットといちばん上等の硬く幅広い襟を着け、堂々たるスタイルで、確かどこかバックレーンの近くの先祖代々の邸宅から乗り出しました。」
Everyone laughed, even Mrs. Malins, at Gabriel's manner and Aunt Kate said:	みんなが、マリンズ夫人さえも、ゲイブリエルの話し振りを笑い、ケイト叔母が言った。
"O, now, Gabriel, he didn't live in Back Lane, really.	「あら、まあ、ゲイブリエル、バックレーンなんかに住んでいませんでしたよ、本当に。
Only the mill was there."	ただ製粉所がそこにあっただけで。」
"Out from the mansion of his forefathers,"	「先祖の邸宅から出て、」
continued Gabriel,	ゲイブリエルは続けた、
